Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-name-communicationrequests,5,0,0
Cross.list-simple-name-communicationrequests-json,5,1,0
Cross.list-simple-name-communicationrequests-xml,5,1,0
Cross.list-simple-name-communications,5,1,0
Cross.list-simple-name-communications-json,5,1,0
Cross.list-simple-name-communications-xml,5,1,0
Cross.list-simple-name-compartmentdefinitions,5,0,0
Cross.list-simple-name-compartmentdefinitions-json,5,2,0
Cross.list-simple-name-compartmentdefinitions-xml,5,3,0
Cross.list-simple-name-compositions,5,0,0
Cross.list-simple-name-compositions-json,5,0,0
Cross.list-simple-name-compositions-xml,5,2,0
Cross.list-simple-name-conceptmaps,5,0,0
Cross.list-simple-name-conceptmaps-json,5,0,0
Cross.list-simple-name-conceptmaps-xml,5,1,0
Cross.list-simple-name-conditions,5,1,0
Cross.list-simple-name-conditions-json,5,1,0
Cross.list-simple-name-conditions-xml,5,1,0
Cross.list-simple-name-consents,5,1,0
Cross.list-simple-name-consents-json,5,2,0
Cross.list-simple-name-consents-xml,5,3,0
Cross.list-simple-name-contracts,5,2,0
Cross.list-simple-name-contracts-json,5,3,0
Cross.list-simple-name-contracts-xml,5,3,0
Cross.list-simple-name-coverageeligibilityrequests,5,1,0
Cross.list-simple-name-coverageeligibilityrequests-json,5,2,0
Cross.list-simple-name-coverageeligibilityrequests-xml,5,2,0
Cross.list-simple-name-coverageeligibilityresponses,5,0,0
Cross.list-simple-name-coverageeligibilityresponses-json,5,1,0
Cross.list-simple-name-coverageeligibilityresponses-xml,5,1,0
Cross.list-simple-name-coverages,5,0,0
Cross.list-simple-name-coverages-json,5,0,0
Cross.list-simple-name-coverages-xml,5,0,0
Cross.list-simple-name-detectedissues,5,3,0
Cross.list-simple-name-detectedissues-json,5,4,0
Cross.list-simple-name-detectedissues-xml,5,4,0
Cross.list-simple-name-devicedefinitions,5,0,0
Cross.list-simple-name-devicedefinitions-json,5,0,0
Cross.list-simple-name-devicedefinitions-xml,5,1,0
Cross.list-simple-name-devicemetrics,5,1,0
Cross.list-simple-name-devicemetrics-json,5,2,0
Cross.list-simple-name-devicemetrics-xml,5,2,0
Cross.list-simple-name-devicerequests,5,2,0
Cross.list-simple-name-devicerequests-json,5,3,0
Cross.list-simple-name-devicerequests-xml,5,3,0
Cross.list-simple-name-devices,5,0,0
Cross.list-simple-name-devices-json,5,0,0
Cross.list-simple-name-devices-xml,5,1,0
Cross.list-simple-name-deviceusestatements,5,0,0
Cross.list-simple-name-deviceusestatements-json,5,1,0
Cross.list-simple-name-deviceusestatements-xml,5,1,0
Cross.list-simple-name-diagnosticreports,5,1,0
Cross.list-simple-name-diagnosticreports-json,5,2,0
Cross.list-simple-name-diagnosticreports-xml,5,2,0
Cross.list-simple-name-documentmanifests,5,0,0
Cross.list-simple-name-documentmanifests-json,5,0,0
Cross.list-simple-name-documentmanifests-xml,5,1,0
Cross.list-simple-name-documentreferences,5,1,0
Cross.list-simple-name-documentreferences-json,5,1,0
Cross.list-simple-name-documentreferences-xml,5,2,0
Cross.list-simple-name-domainresources,5,0,0
Cross.list-simple-name-domainresources-json,5,3,0
Cross.list-simple-name-domainresources-xml,5,4,0
Cross.list-simple-name-effectevidencesyntheses,5,1,0
Cross.list-simple-name-effectevidencesyntheses-json,5,1,0
Cross.list-simple-name-effectevidencesyntheses-xml,5,1,0
Cross.list-simple-name-encounters,5,1,0
Cross.list-simple-name-encounters-json,5,2,0
Cross.list-simple-name-encounters-xml,5,2,0
Cross.list-simple-name-endpoints,5,3,0
Cross.list-simple-name-endpoints-json,5,3,0
Cross.list-simple-name-endpoints-xml,5,3,0
Cross.list-simple-name-enrollmentrequests,5,0,0
Cross.list-simple-name-enrollmentrequests-json,5,0,0
Cross.list-simple-name-enrollmentrequests-xml,5,1,0
Cross.list-simple-name-enrollmentresponses,5,1,0
Cross.list-simple-name-enrollmentresponses-json,5,1,0
Cross.list-simple-name-enrollmentresponses-xml,5,1,0
Cross.list-simple-name-episodeofcares,5,1,0
Cross.list-simple-name-episodeofcares-json,5,1,0
Cross.list-simple-name-episodeofcares-xml,5,1,0
Cross.list-simple-name-eventdefinitions,5,1,0
Cross.list-simple-name-eventdefinitions-json,5,2,0
Cross.list-simple-name-eventdefinitions-xml,5,2,0
Cross.list-simple-name-evidences,5,1,0
Cross.list-simple-name-evidences-json,5,1,0
Cross.list-simple-name-evidences-xml,5,2,0
Cross.list-simple-name-evidencevariables,5,1,0
Cross.list-simple-name-evidencevariables-json,5,2,0
Cross.list-simple-name-evidencevariables-xml,5,3,0
Cross.list-simple-name-examplescenarios,5,0,0
Cross.list-simple-name-examplescenarios-json,5,0,0
Cross.list-simple-name-examplescenarios-xml,5,0,0
Cross.list-simple-name-explanationofbenefits,5,1,0
Cross.list-simple-name-explanationofbenefits-json,5,2,0
Cross.list-simple-name-explanationofbenefits-xml,5,3,0
Cross.list-simple-name-familymemberhistories,5,1,0
Cross.list-simple-name-familymemberhistories-json,5,1,0
Cross.list-simple-name-familymemberhistories-xml,5,3,0
Cross.list-simple-name-flags,5,0,0
Cross.list-simple-name-flags-json,5,0,0
Cross.list-simple-name-flags-xml,5,2,0
Cross.list-simple-name-goals,5,1,0
Cross.list-simple-name-goals-json,5,2,0
Cross.list-simple-name-goals-xml,5,2,0
Cross.list-simple-name-graphdefinitions,5,0,0
Cross.list-simple-name-graphdefinitions-json,5,2,0
Cross.list-simple-name-graphdefinitions-xml,5,3,0
Cross.list-simple-name-groups,5,0,0
Cross.list-simple-name-groups-json,5,1,0
Cross.list-simple-name-groups-xml,5,1,0
Cross.list-simple-name-guidanceresponses,5,3,0
Cross.list-simple-name-guidanceresponses-json,5,3,0
Cross.list-simple-name-guidanceresponses-xml,5,4,0
Cross.list-simple-name-healthcareservices,5,1,0
Cross.list-simple-name-healthcareservices-json,5,2,0
Cross.list-simple-name-healthcareservices-xml,5,2,0
Cross.list-simple-name-imagingstudies,5,1,0
Cross.list-simple-name-imagingstudies-json,5,1,0
Cross.list-simple-name-imagingstudies-xml,5,1,0
Cross.list-simple-name-immunizationevaluations,5,1,0
Cross.list-simple-name-immunizationevaluations-json,5,2,0
Cross.list-simple-name-immunizationevaluations-xml,5,3,0
Cross.list-simple-name-immunizationrecommendations,5,0,0
Cross.list-simple-name-immunizationrecommendations-json,5,0,0
Cross.list-simple-name-immunizationrecommendations-xml,5,0,0
Cross.list-simple-name-immunizations,5,1,0
Cross.list-simple-name-immunizations-json,5,2,0
Cross.list-simple-name-immunizations-xml,5,2,0
Cross.list-simple-name-implementationguides,5,1,285
Cross.list-simple-name-implementationguides-json,5,2,310
Cross.list-simple-name-implementationguides-xml,5,2,305
Cross.list-simple-name-insuranceplans,5,0,0
Cross.list-simple-name-insuranceplans-json,5,1,0
Cross.list-simple-name-insuranceplans-xml,5,2,0
Cross.list-simple-name-invoices,5,2,0
Cross.list-simple-name-invoices-json,5,3,0
Cross.list-simple-name-invoices-xml,5,3,0
Cross.list-simple-name-libraries,5,0,0
Cross.list-simple-name-libraries-json,5,0,0
Cross.list-simple-name-libraries-xml,5,2,0
Cross.list-simple-name-linkages,5,1,0
Cross.list-simple-name-linkages-json,5,1,0
Cross.list-simple-name-linkages-xml,5,2,0
Cross.list-simple-name-lists,5,0,0
Cross.list-simple-name-lists-json,5,1,0
Cross.list-simple-name-lists-xml,5,1,0
Cross.list-simple-name-locations,5,0,0
Cross.list-simple-name-locations-json,5,2,0
Cross.list-simple-name-locations-xml,5,2,0
Cross.list-simple-name-measurereports,5,0,0
Cross.list-simple-name-measurereports-json,5,2,0
Cross.list-simple-name-measurereports-xml,5,3,0
Cross.list-simple-name-measures,5,2,0
Cross.list-simple-name-measures-json,5,2,0
Cross.list-simple-name-measures-xml,5,2,0
Cross.list-simple-name-media,5,1,0
Cross.list-simple-name-media-json,5,2,0
Cross.list-simple-name-media-xml,5,4,0
Cross.list-simple-name-medicationadministrations,5,1,0
Cross.list-simple-name-medicationadministrations-json,5,2,0
Cross.list-simple-name-medicationadministrations-xml,5,3,0
Cross.list-simple-name-medicationdispenses,5,1,0
Cross.list-simple-name-medicationdispenses-json,5,1,0
Cross.list-simple-name-medicationdispenses-xml,5,1,0
Cross.list-simple-name-medicationknowledges,5,0,0
Cross.list-simple-name-medicationknowledges-json,5,0,0
Cross.list-simple-name-medicationknowledges-xml,5,1,0
Cross.list-simple-name-medicationrequests,5,0,0
Cross.list-simple-name-medicationrequests-json,5,0,0
Cross.list-simple-name-medicationrequests-xml,5,2,0
Cross.list-simple-name-medications,5,1,0
Cross.list-simple-name-medications-json,5,3,0
Cross.list-simple-name-medications-xml,5,3,0
Cross.list-simple-name-medicationstatements,5,1,0
Cross.list-simple-name-medicationstatements-json,5,2,0
Cross.list-simple-name-medicationstatements-xml,5,3,0
Cross.list-simple-name-medicinalproductauthorizations,5,0,0
Cross.list-simple-name-medicinalproductauthorizations-json,5,0,0
Cross.list-simple-name-medicinalproductauthorizations-xml,5,0,0
Cross.list-simple-name-medicinalproductcontraindications,5,0,0
Cross.list-simple-name-medicinalproductcontraindications-json,5,0,0
Cross.list-simple-name-medicinalproductcontraindications-xml,5,1,0
Cross.list-simple-name-medicinalproductindications,5,1,0
Cross.list-simple-name-medicinalproductindications-json,5,2,0
Cross.list-simple-name-medicinalproductindications-xml,5,2,0
Cross.list-simple-name-medicinalproductingredients,5,0,0
Cross.list-simple-name-medicinalproductingredients-json,5,0,0
Cross.list-simple-name-medicinalproductingredients-xml,5,1,0
Cross.list-simple-name-medicinalproductinteractions,5,1,0
Cross.list-simple-name-medicinalproductinteractions-json,5,1,0
Cross.list-simple-name-medicinalproductinteractions-xml,5,1,0
Cross.list-simple-name-medicinalproductmanufactureds,5,1,0
Cross.list-simple-name-medicinalproductmanufactureds-json,5,1,0
Cross.list-simple-name-medicinalproductmanufactureds-xml,5,2,0
Cross.list-simple-name-medicinalproductpackageds,5,0,0
Cross.list-simple-name-medicinalproductpackageds-json,5,1,0
Cross.list-simple-name-medicinalproductpackageds-xml,5,2,0
Cross.list-simple-name-medicinalproductpharmaceuticals,5,0,0
Cross.list-simple-name-medicinalproductpharmaceuticals-json,5,2,0
Cross.list-simple-name-medicinalproductpharmaceuticals-xml,5,2,0
Cross.list-simple-name-medicinalproducts,5,1,0
Cross.list-simple-name-medicinalproducts-json,5,2,0
Cross.list-simple-name-medicinalproducts-xml,5,2,0
Cross.list-simple-name-medicinalproductundesirableeffects,5,1,0
Cross.list-simple-name-medicinalproductundesirableeffects-json,5,1,0
Cross.list-simple-name-medicinalproductundesirableeffects-xml,5,2,0
Cross.list-simple-name-messagedefinitions,5,2,0
Cross.list-simple-name-messagedefinitions-json,5,3,0
Cross.list-simple-name-messagedefinitions-xml,5,5,0
Cross.list-simple-name-messageheaders,5,1,0
Cross.list-simple-name-messageheaders-json,5,3,0
Cross.list-simple-name-messageheaders-xml,5,3,0
Cross.list-simple-name-molecularsequences,5,3,0
Cross.list-simple-name-molecularsequences-json,5,3,0
Cross.list-simple-name-molecularsequences-xml,5,3,0
Cross.list-simple-name-namingsystems,5,0,0
Cross.list-simple-name-namingsystems-json,5,1,0
Cross.list-simple-name-namingsystems-xml,5,1,0
Cross.list-simple-name-nutritionorders,5,0,0
Cross.list-simple-name-nutritionorders-json,5,0,0
Cross.list-simple-name-nutritionorders-xml,5,3,0
Cross.list-simple-name-observationdefinitions,5,0,0
Cross.list-simple-name-observationdefinitions-json,5,1,0
Cross.list-simple-name-observationdefinitions-xml,5,2,0
Cross.list-simple-name-observations,5,0,0
Cross.list-simple-name-observations-json,5,1,0
Cross.list-simple-name-observations-xml,5,1,0
Cross.list-simple-name-operationdefinitions,5,0,0
Cross.list-simple-name-operationdefinitions-json,5,2,0
Cross.list-simple-name-operationdefinitions-xml,5,3,0
Cross.list-simple-name-operationoutcomes,5,0,0
Cross.list-simple-name-operationoutcomes-json,5,0,0
Cross.list-simple-name-operationoutcomes-xml,5,0,0
Cross.list-simple-name-organizationaffiliations,5,0,0
Cross.list-simple-name-organizationaffiliations-json,5,0,0
Cross.list-simple-name-organizationaffiliations-xml,5,1,0
Cross.list-simple-name-organizations,5,0,0
Cross.list-simple-name-organizations-json,5,1,0
Cross.list-simple-name-organizations-xml,5,1,0
Cross.list-simple-name-parameters,5,1,0
Cross.list-simple-name-parameters-json,5,1,0
Cross.list-simple-name-parameters-xml,5,1,0
Cross.list-simple-name-patients,5,2,330
Cross.list-simple-name-patients-json,5,4,355
Cross.list-simple-name-patients-xml,5,4,350
Cross.list-simple-name-paymentnotices,5,1,0
Cross.list-simple-name-paymentnotices-json,5,2,0
Cross.list-simple-name-paymentnotices-xml,5,4,0
Cross.list-simple-name-paymentreconciliations,5,1,0
Cross.list-simple-name-paymentreconciliations-json,5,1,0
Cross.list-simple-name-paymentreconciliations-xml,5,3,0
Cross.list-simple-name-people,5,0,0
Cross.list-simple-name-people-json,5,0,0
Cross.list-simple-name-people-xml,5,1,0
Cross.list-simple-name-plandefinitions,5,0,0
Cross.list-simple-name-plandefinitions-json,5,1,0
Cross.list-simple-name-plandefinitions-xml,5,2,0
Cross.list-simple-name-practitionerroles,5,0,0
Cross.list-simple-name-practitionerroles-json,5,0,0
Cross.list-simple-name-practitionerroles-xml,5,1,0
Cross.list-simple-name-practitioners,5,0,0
Cross.list-simple-name-practitioners-json,5,0,0
Cross.list-simple-name-practitioners-xml,5,2,0
Cross.list-simple-name-procedures,5,0,0
Cross.list-simple-name-procedures-json,5,1,0
Cross.list-simple-name-procedures-xml,5,2,0
Cross.list-simple-name-provenances,5,1,0
Cross.list-simple-name-provenances-json,5,2,0
Cross.list-simple-name-provenances-xml,5,3,0
Cross.list-simple-name-questionnaireresponses,5,1,0
Cross.list-simple-name-questionnaireresponses-json,5,2,0
Cross.list-simple-name-questionnaireresponses-xml,5,3,0
Cross.list-simple-name-questionnaires,5,1,450
Cross.list-simple-name-questionnaires-json,5,3,475
Cross.list-simple-name-questionnaires-xml,5,3,470
Cross.list-simple-name-relatedpeople,5,1,0
Cross.list-simple-name-relatedpeople-json,5,2,0
Cross.list-simple-name-relatedpeople-xml,5,2,0
Cross.list-simple-name-requestgroups,5,0,0
Cross.list-simple-name-requestgroups-json,5,1,0
Cross.list-simple-name-requestgroups-xml,5,1,0
Cross.list-simple-name-requirements,5,2,0
Cross.list-simple-name-requirements-json,5,2,0
Cross.list-simple-name-requirements-xml,5,2,0
Cross.list-simple-name-researchdefinitions,5,1,0
Cross.list-simple-name-researchdefinitions-json,5,1,0
Cross.list-simple-name-researchdefinitions-xml,5,2,0
Cross.list-simple-name-researchelementdefinitions,5,1,0
Cross.list-simple-name-researchelementdefinitions-json,5,2,0
Cross.list-simple-name-researchelementdefinitions-xml,5,2,0
Cross.list-simple-name-researchstudies,5,1,0
Cross.list-simple-name-researchstudies-json,5,1,0
Cross.list-simple-name-researchstudies-xml,5,2,0
Cross.list-simple-name-researchsubjects,5,1,0
Cross.list-simple-name-researchsubjects-json,5,1,0
Cross.list-simple-name-researchsubjects-xml,5,1,0
Cross.list-simple-name-riskassessments,5,0,0
Cross.list-simple-name-riskassessments-json,5,1,0
Cross.list-simple-name-riskassessments-xml,5,1,0
Cross.list-simple-name-riskevidencesyntheses,5,0,0
Cross.list-simple-name-riskevidencesyntheses-json,5,1,0
Cross.list-simple-name-riskevidencesyntheses-xml,5,2,0
Cross.list-simple-name-schedules,5,0,0
Cross.list-simple-name-schedules-json,5,0,0
Cross.list-simple-name-schedules-xml,5,1,0
Cross.list-simple-name-searchparameters,5,0,0
Cross.list-simple-name-searchparameters-json,5,0,0
Cross.list-simple-name-searchparameters-xml,5,2,0
Cross.list-simple-name-servicerequests,5,0,0
Cross.list-simple-name-servicerequests-json,5,0,0
Cross.list-simple-name-servicerequests-xml,5,2,0
Cross.list-simple-name-slots,5,0,0
Cross.list-simple-name-slots-json,5,0,0
Cross.list-simple-name-slots-xml,5,2,0
Cross.list-simple-name-specimen,5,0,0
Cross.list-simple-name-specimen-json,5,1,0
Cross.list-simple-name-specimen-xml,5,1,0
Cross.list-simple-name-specimendefinitions,5,1,0
Cross.list-simple-name-specimendefinitions-json,5,2,0
Cross.list-simple-name-specimendefinitions-xml,5,2,0
Cross.list-simple-name-structuredefinitions,5,1,355
Cross.list-simple-name-structuredefinitions-json,5,2,380
Cross.list-simple-name-structuredefinitions-xml,5,3,375
Cross.list-simple-name-structuremaps,5,0,0
Cross.list-simple-name-structuremaps-json,5,1,0
Cross.list-simple-name-structuremaps-xml,5,1,0
Cross.list-simple-name-subscriptions,5,0,0
Cross.list-simple-name-subscriptions-json,5,2,0
Cross.list-simple-name-subscriptions-xml,5,3,0
Cross.list-simple-name-subscriptiontopics,5,0,0
Cross.list-simple-name-subscriptiontopics-json,5,1,0
Cross.list-simple-name-subscriptiontopics-xml,5,4,0
Cross.list-simple-name-substancenucleicacids,5,0,0
Cross.list-simple-name-substancenucleicacids-json,5,0,0
Cross.list-simple-name-substancenucleicacids-xml,5,1,0
Cross.list-simple-name-substancepolymers,5,0,0
Cross.list-simple-name-substancepolymers-json,5,2,0
Cross.list-simple-name-substancepolymers-xml,5,2,0
Cross.list-simple-name-substanceproteins,5,1,0
Cross.list-simple-name-substanceproteins-json,5,2,0
Cross.list-simple-name-substanceproteins-xml,5,2,0
Cross.list-simple-name-substancereferenceinformations,5,1,0
Cross.list-simple-name-substancereferenceinformations-json,5,2,0
Cross.list-simple-name-substancereferenceinformations-xml,5,2,0
Cross.list-simple-name-substances,5,0,0
Cross.list-simple-name-substances-json,5,2,0
Cross.list-simple-name-substances-xml,5,2,0
Cross.list-simple-name-substancesourcematerials,5,0,0
Cross.list-simple-name-substancesourcematerials-json,5,1,0
Cross.list-simple-name-substancesourcematerials-xml,5,1,0
Cross.list-simple-name-substancespecifications,5,0,0
Cross.list-simple-name-substancespecifications-json,5,1,0
Cross.list-simple-name-substancespecifications-xml,5,2,0
Cross.list-simple-name-supplydeliveries,5,0,0
Cross.list-simple-name-supplydeliveries-json,5,2,0
Cross.list-simple-name-supplydeliveries-xml,5,3,0
Cross.list-simple-name-supplyrequests,5,2,0
Cross.list-simple-name-supplyrequests-json,5,3,0
Cross.list-simple-name-supplyrequests-xml,5,3,0
Cross.list-simple-name-tasks,5,0,0
Cross.list-simple-name-tasks-json,5,0,0
Cross.list-simple-name-tasks-xml,5,3,0
Cross.list-simple-name-terminologycapabilities,5,0,0
Cross.list-simple-name-terminologycapabilities-json,5,0,0
Cross.list-simple-name-terminologycapabilities-xml,5,2,0
Cross.list-simple-name-testplans,5,0,0
Cross.list-simple-name-testplans-json,5,2,0
Cross.list-simple-name-testplans-xml,5,3,0
Cross.list-simple-name-testreports,5,1,0
Cross.list-simple-name-testreports-json,5,1,0
Cross.list-simple-name-testreports-xml,5,3,0
Cross.list-simple-name-testscripts,5,1,0
Cross.list-simple-name-testscripts-json,5,1,0
Cross.list-simple-name-testscripts-xml,5,3,0
Cross.list-simple-name-valuesets,5,1,500
Cross.list-simple-name-valuesets-json,5,1,525
Cross.list-simple-name-valuesets-xml,5,3,520
Cross.list-simple-name-verificationresults,5,2,0
Cross.list-simple-name-verificationresults-json,5,2,0
Cross.list-simple-name-verificationresults-xml,5,2,0
Cross.list-simple-name-visionprescriptions,5,0,0
Cross.list-simple-name-visionprescriptions-json,5,1,0
Cross.list-simple-name-visionprescriptions-xml,5,1,0
Cross.list-simple-namingsystems,5,1,0
Cross.list-simple-namingsystems-json,5,1,0
Cross.list-simple-namingsystems-xml,5,2,0
Cross.list-simple-nutritionorders,5,0,0
Cross.list-simple-nutritionorders-json,5,2,0
Cross.list-simple-nutritionorders-xml,5,3,0
Cross.list-simple-observationdefinitions,5,2,0
Cross.list-simple-observationdefinitions-json,5,2,0
Cross.list-simple-observationdefinitions-xml,5,2,0
Cross.list-simple-observations,5,0,0
Cross.list-simple-observations-json,5,1,0
Cross.list-simple-observations-xml,5,1,0
Cross.list-simple-operationdefinitions,5,1,0
Cross.list-simple-operationdefinitions-json,5,1,0
Cross.list-simple-operationdefinitions-xml,5,2,0
Cross.list-simple-operationoutcomes,5,0,0
Cross.list-simple-operationoutcomes-json,5,1,0
Cross.list-simple-operationoutcomes-xml,5,2,0
Cross.list-simple-organizationaffiliations,5,0,0
Cross.list-simple-organizationaffiliations-json,5,0,0
Cross.list-simple-organizationaffiliations-xml,5,2,0
Cross.list-simple-organizations,5,2,0
Cross.list-simple-organizations-json,5,2,0
Cross.list-simple-organizations-xml,5,2,0
Cross.list-simple-parameters,5,0,0
Cross.list-simple-parameters-json,5,0,0
Cross.list-simple-parameters-xml,5,1,0
Cross.list-simple-patients,5,1,330
Cross.list-simple-patients-json,5,3,355
Cross.list-simple-patients-xml,5,4,350
Cross.list-simple-paymentnotices,5,1,0
Cross.list-simple-paymentnotices-json,5,2,0
Cross.list-simple-paymentnotices-xml,5,2,0
Cross.list-simple-paymentreconciliations,5,1,0
Cross.list-simple-paymentreconciliations-json,5,3,0
Cross.list-simple-paymentreconciliations-xml,5,3,0
Cross.list-simple-people,5,0,0
Cross.list-simple-people-json,5,1,0
Cross.list-simple-people-xml,5,2,0
Cross.list-simple-plandefinitions,5,1,0
Cross.list-simple-plandefinitions-json,5,1,0
Cross.list-simple-plandefinitions-xml,5,1,0
Cross.list-simple-practitionerroles,5,0,0
Cross.list-simple-practitionerroles-json,5,0,0
Cross.list-simple-practitionerroles-xml,5,1,0
Cross.list-simple-practitioners,5,0,0
Cross.list-simple-practitioners-json,5,2,0
Cross.list-simple-practitioners-xml,5,3,0
Cross.list-simple-procedures,5,0,0
Cross.list-simple-procedures-json,5,2,0
Cross.list-simple-procedures-xml,5,3,0
Cross.list-simple-profiles,5,1,355
Cross.list-simple-profiles-mm,5,1,355
Cross.list-simple-provenances,5,1,0
Cross.list-simple-provenances-json,5,2,0
Cross.list-simple-provenances-xml,5,2,0
Cross.list-simple-questionnaireresponses,5,2,0
Cross.list-simple-questionnaireresponses-json,5,2,0
Cross.list-simple-questionnaireresponses-xml,5,4,0
Cross.list-simple-questionnaires,5,1,450
Cross.list-simple-questionnaires-json,5,3,475
Cross.list-simple-questionnaires-xml,5,4,470
Cross.list-simple-relatedpeople,5,1,0
Cross.list-simple-relatedpeople-json,5,2,0
Cross.list-simple-relatedpeople-xml,5,2,0
Cross.list-simple-requestgroups,5,1,0
Cross.list-simple-requestgroups-json,5,2,0
Cross.list-simple-requestgroups-xml,5,3,0
Cross.list-simple-requirements,5,0,0
Cross.list-simple-requirements-json,5,1,0
Cross.list-simple-requirements-xml,5,2,0
Cross.list-simple-researchdefinitions,5,0,0
Cross.list-simple-researchdefinitions-json,5,0,0
Cross.list-simple-researchdefinitions-xml,5,0,0
Cross.list-simple-researchelementdefinitions,5,0,0
Cross.list-simple-researchelementdefinitions-json,5,1,0
Cross.list-simple-researchelementdefinitions-xml,5,3,0
Cross.list-simple-researchstudies,5,0,0
Cross.list-simple-researchstudies-json,5,1,0
Cross.list-simple-researchstudies-xml,5,1,0
Cross.list-simple-researchsubjects,5,1,0
Cross.list-simple-researchsubjects-json,5,1,0
Cross.list-simple-researchsubjects-xml,5,1,0
Cross.list-simple-riskassessments,5,0,0
Cross.list-simple-riskassessments-json,5,0,0
Cross.list-simple-riskassessments-xml,5,1,0
Cross.list-simple-riskevidencesyntheses,5,0,0
Cross.list-simple-riskevidencesyntheses-json,5,1,0
Cross.list-simple-riskevidencesyntheses-xml,5,1,0
Cross.list-simple-schedules,5,0,0
Cross.list-simple-schedules-json,5,1,0
Cross.list-simple-schedules-xml,5,1,0
Cross.list-simple-searchparameters,5,0,0
Cross.list-simple-searchparameters-json,5,0,0
Cross.list-simple-searchparameters-xml,5,2,0
Cross.list-simple-servicerequests,5,0,0
Cross.list-simple-servicerequests-json,5,1,0
Cross.list-simple-servicerequests-xml,5,2,0
Cross.list-simple-slots,5,1,0
Cross.list-simple-slots-json,5,1,0
Cross.list-simple-slots-xml,5,2,0
Cross.list-simple-specimen,5,0,0
Cross.list-simple-specimen-json,5,2,0
Cross.list-simple-specimen-xml,5,3,0
Cross.list-simple-specimendefinitions,5,2,0
Cross.list-simple-specimendefinitions-json,5,2,0
Cross.list-simple-specimendefinitions-xml,5,2,0
Cross.list-simple-structuredefinitions,5,0,355
Cross.list-simple-structuredefinitions-json,5,2,380
Cross.list-simple-structuredefinitions-xml,5,2,375
Cross.list-simple-structuremaps,5,0,0
Cross.list-simple-structuremaps-json,5,1,0
Cross.list-simple-structuremaps-xml,5,1,0
Cross.list-simple-subscriptions,5,0,0
Cross.list-simple-subscriptions-json,5,0,0
Cross.list-simple-subscriptions-xml,5,1,0
Cross.list-simple-subscriptiontopics,5,1,0
Cross.list-simple-subscriptiontopics-json,5,2,0
Cross.list-simple-subscriptiontopics-xml,5,4,0
Cross.list-simple-substancenucleicacids,5,0,0
Cross.list-simple-substancenucleicacids-json,5,3,0
Cross.list-simple-substancenucleicacids-xml,5,3,0
Cross.list-simple-substancepolymers,5,1,0
Cross.list-simple-substancepolymers-json,5,2,0
Cross.list-simple-substancepolymers-xml,5,3,0
Cross.list-simple-substanceproteins,5,1,0
Cross.list-simple-substanceproteins-json,5,1,0
Cross.list-simple-substanceproteins-xml,5,2,0
Cross.list-simple-substancereferenceinformations,5,0,0
Cross.list-simple-substancereferenceinformations-json,5,1,0
Cross.list-simple-substancereferenceinformations-xml,5,2,0
Cross.list-simple-substances,5,1,0
Cross.list-simple-substances-json,5,1,0
Cross.list-simple-substances-xml,5,2,0
Cross.list-simple-substancesourcematerials,5,0,0
Cross.list-simple-substancesourcematerials-json,5,0,0
Cross.list-simple-substancesourcematerials-xml,5,1,0
Cross.list-simple-substancespecifications,5,3,0
Cross.list-simple-substancespecifications-json,5,3,0
Cross.list-simple-substancespecifications-xml,5,3,0
Cross.list-simple-supplydeliveries,5,1,0
Cross.list-simple-supplydeliveries-json,5,3,0
Cross.list-simple-supplydeliveries-xml,5,3,0
Cross.list-simple-supplyrequests,5,0,0
Cross.list-simple-supplyrequests-json,5,1,0
Cross.list-simple-supplyrequests-xml,5,2,0
Cross.list-simple-tasks,5,0,0
Cross.list-simple-tasks-json,5,2,0
Cross.list-simple-tasks-xml,5,2,0
Cross.list-simple-terminologycapabilities,5,0,0
Cross.list-simple-terminologycapabilities-json,5,0,0
Cross.list-simple-terminologycapabilities-xml,5,1,0
Cross.list-simple-testplans,5,0,0
Cross.list-simple-testplans-json,5,3,0
Cross.list-simple-testplans-xml,5,4,0
Cross.list-simple-testreports,5,1,0
Cross.list-simple-testreports-json,5,2,0
Cross.list-simple-testreports-xml,5,2,0
Cross.list-simple-testscripts,5,0,0
Cross.list-simple-testscripts-json,5,1,0
Cross.list-simple-testscripts-xml,5,3,0
Cross.list-simple-valuesets,5,0,500
Cross.list-simple-valuesets-json,5,1,525
Cross.list-simple-valuesets-xml,5,1,520
Cross.list-simple-verificationresults,5,0,0
Cross.list-simple-verificationresults-json,5,0,0
Cross.list-simple-verificationresults-xml,5,1,0
Cross.list-simple-visionprescriptions,5,0,0
Cross.list-simple-visionprescriptions-json,5,1,0
Cross.list-simple-visionprescriptions-xml,5,2,0
Cross.list-slots,5,1,0
Cross.list-slots-json,5,1,0
Cross.list-slots-xml,5,2,0
Cross.list-specimen,5,0,0
Cross.list-specimen-json,5,1,0
Cross.list-specimen-xml,5,3,0
Cross.list-specimendefinitions,5,1,0
Cross.list-specimendefinitions-json,5,2,0
Cross.list-specimendefinitions-xml,5,2,0
Cross.list-structuredefinitions,5,0,450
Cross.list-structuredefinitions-json,5,1,475
Cross.list-structuredefinitions-xml,5,2,470
Cross.list-structuremaps,5,0,0
Cross.list-structuremaps-json,5,0,0
Cross.list-structuremaps-xml,5,1,0
Cross.list-subscriptions,5,0,0
